bag,absolute_time,relative_sec,source_node,source_topic,event_category,severity,goal_x,goal_y,action_status,path_pose_count,path_length_m,message,active_goal_number
23july.bag,2026-07-23T21:03:25.170+05:30,17.53,target_explorer_node,/rosout,nav2_state,WARN,4.39,11.63,,,,"Rejected frontier (4.39, 11.63): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.170+05:30,17.531,target_explorer_node,/rosout,nav2_state,WARN,4.39,11.68,,,,"Rejected frontier (4.39, 11.68): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.171+05:30,17.531,target_explorer_node,/rosout,nav2_state,WARN,4.29,11.78,,,,"Rejected frontier (4.29, 11.78): endpoint clearance 0.29 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.172+05:30,17.532,target_explorer_node,/rosout,nav2_state,WARN,4.54,11.93,,,,"Rejected frontier (4.54, 11.93): endpoint clearance 0.38 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.172+05:30,17.533,target_explorer_node,/rosout,nav2_state,WARN,4.54,11.98,,,,"Rejected frontier (4.54, 11.98): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.173+05:30,17.534,target_explorer_node,/rosout,nav2_state,WARN,4.44,12.08,,,,"Rejected frontier (4.44, 12.08): endpoint clearance 0.24 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.174+05:30,17.534,target_explorer_node,/rosout,nav2_state,WARN,4.59,12.18,,,,"Rejected frontier (4.59, 12.18): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.174+05:30,17.535,target_explorer_node,/rosout,nav2_state,WARN,4.09,11.58,,,,"Rejected frontier (4.09, 11.58): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.175+05:30,17.535,target_explorer_node,/rosout,nav2_state,WARN,4.29,11.98,,,,"Rejected frontier (4.29, 11.98): endpoint clearance 0.40 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.175+05:30,17.536,target_explorer_node,/rosout,nav2_state,WARN,4.14,11.68,,,,"Rejected frontier (4.14, 11.68): endpoint clearance 0.11 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.176+05:30,17.536,target_explorer_node,/rosout,nav2_state,WARN,4.19,11.73,,,,"Rejected frontier (4.19, 11.73): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.176+05:30,17.537,target_explorer_node,/rosout,nav2_state,WARN,4.19,11.78,,,,"Rejected frontier (4.19, 11.78): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.177+05:30,17.537,target_explorer_node,/rosout,nav2_state,WARN,4.24,11.88,,,,"Rejected frontier (4.24, 11.88): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.177+05:30,17.538,target_explorer_node,/rosout,nav2_state,WARN,4.29,11.93,,,,"Rejected frontier (4.29, 11.93): endpoint clearance 0.40 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.178+05:30,17.539,target_explorer_node,/rosout,nav2_state,WARN,4.34,12.08,,,,"Rejected frontier (4.34, 12.08): endpoint clearance 0.29 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.178+05:30,17.539,target_explorer_node,/rosout,nav2_state,WARN,4.74,12.13,,,,"Rejected frontier (4.74, 12.13): endpoint clearance 0.25 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.179+05:30,17.54,target_explorer_node,/rosout,nav2_state,WARN,4.79,12.38,,,,"Rejected frontier (4.79, 12.38): endpoint clearance 0.23 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.180+05:30,17.54,target_explorer_node,/rosout,nav2_state,WARN,4.79,12.18,,,,"Rejected frontier (4.79, 12.18): endpoint clearance 0.26 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.181+05:30,17.541,target_explorer_node,/rosout,nav2_state,WARN,4.84,12.28,,,,"Rejected frontier (4.84, 12.28): endpoint clearance 0.28 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.181+05:30,17.542,target_explorer_node,/rosout,nav2_state,WARN,4.89,12.38,,,,"Rejected frontier (4.89, 12.38): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.182+05:30,17.542,target_explorer_node,/rosout,nav2_state,WARN,4.94,12.48,,,,"Rejected frontier (4.94, 12.48): endpoint clearance 0.40 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.182+05:30,17.543,target_explorer_node,/rosout,nav2_state,WARN,4.99,12.58,,,,"Rejected frontier (4.99, 12.58): endpoint clearance 0.48 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.183+05:30,17.544,target_explorer_node,/rosout,nav2_state,WARN,5.14,13.18,,,,"Rejected frontier (5.14, 13.18): endpoint clearance 0.96 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.184+05:30,17.545,target_explorer_node,/rosout,nav2_state,WARN,5.59,13.63,,,,"Rejected frontier (5.59, 13.63): endpoint clearance 1.59 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.185+05:30,17.545,target_explorer_node,/rosout,nav2_state,WARN,7.64,17.38,,,,"Rejected frontier (7.64, 17.38): endpoint clearance 1.58 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.185+05:30,17.546,target_explorer_node,/rosout,nav2_state,WARN,7.89,17.93,,,,"Rejected frontier (7.89, 17.93): endpoint clearance 1.27 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.186+05:30,17.546,target_explorer_node,/rosout,nav2_state,WARN,8.24,18.53,,,,"Rejected frontier (8.24, 18.53): endpoint clearance 0.66 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.187+05:30,17.548,target_explorer_node,/rosout,nav2_state,WARN,8.54,14.58,,,,"Rejected frontier (8.54, 14.58): endpoint clearance 1.38 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.188+05:30,17.549,target_explorer_node,/rosout,nav2_state,WARN,8.74,14.88,,,,"Rejected frontier (8.74, 14.88): endpoint clearance 1.21 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.188+05:30,17.549,target_explorer_node,/rosout,nav2_state,WARN,8.94,15.13,,,,"Rejected frontier (8.94, 15.13): endpoint clearance 1.00 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.189+05:30,17.549,target_explorer_node,/rosout,nav2_state,WARN,8.69,15.38,,,,"Rejected frontier (8.69, 15.38): endpoint clearance 1.09 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.189+05:30,17.55,target_explorer_node,/rosout,nav2_state,WARN,8.34,13.88,,,,"Rejected frontier (8.34, 13.88): endpoint clearance 1.57 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.190+05:30,17.551,target_explorer_node,/rosout,nav2_state,WARN,8.14,13.63,,,,"Rejected frontier (8.14, 13.63): endpoint clearance 1.70 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.191+05:30,17.551,target_explorer_node,/rosout,nav2_state,WARN,8.24,13.73,,,,"Rejected frontier (8.24, 13.73): endpoint clearance 1.62 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.191+05:30,17.552,target_explorer_node,/rosout,nav2_state,WARN,8.29,13.83,,,,"Rejected frontier (8.29, 13.83): endpoint clearance 1.60 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.192+05:30,17.552,target_explorer_node,/rosout,nav2_state,WARN,8.39,13.93,,,,"Rejected frontier (8.39, 13.93): endpoint clearance 1.54 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.192+05:30,17.553,target_explorer_node,/rosout,nav2_state,WARN,8.44,14.03,,,,"Rejected frontier (8.44, 14.03): endpoint clearance 1.50 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.193+05:30,17.553,target_explorer_node,/rosout,nav2_state,WARN,8.54,14.13,,,,"Rejected frontier (8.54, 14.13): endpoint clearance 1.39 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.193+05:30,17.554,target_explorer_node,/rosout,nav2_state,WARN,8.59,14.23,,,,"Rejected frontier (8.59, 14.23): endpoint clearance 1.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.193+05:30,17.554,target_explorer_node,/rosout,nav2_state,WARN,8.64,14.33,,,,"Rejected frontier (8.64, 14.33): endpoint clearance 1.28 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.194+05:30,17.555,target_explorer_node,/rosout,nav2_state,WARN,8.49,13.93,,,,"Rejected frontier (8.49, 13.93): endpoint clearance 1.44 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.195+05:30,17.555,target_explorer_node,/rosout,nav2_state,WARN,8.74,14.28,,,,"Rejected frontier (8.74, 14.28): endpoint clearance 1.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.195+05:30,17.556,target_explorer_node,/rosout,nav2_state,WARN,8.54,13.98,,,,"Rejected frontier (8.54, 13.98): endpoint clearance 1.41 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.196+05:30,17.556,target_explorer_node,/rosout,nav2_state,WARN,8.59,14.03,,,,"Rejected frontier (8.59, 14.03): endpoint clearance 1.35 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.196+05:30,17.557,target_explorer_node,/rosout,nav2_state,WARN,8.64,14.08,,,,"Rejected frontier (8.64, 14.08): endpoint clearance 1.29 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.197+05:30,17.558,target_explorer_node,/rosout,nav2_state,WARN,8.69,14.18,,,,"Rejected frontier (8.69, 14.18): endpoint clearance 1.23 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.197+05:30,17.558,target_explorer_node,/rosout,nav2_state,WARN,8.79,14.33,,,,"Rejected frontier (8.79, 14.33): endpoint clearance 1.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.198+05:30,17.559,target_explorer_node,/rosout,nav2_state,WARN,8.84,14.38,,,,"Rejected frontier (8.84, 14.38): endpoint clearance 1.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.198+05:30,17.559,target_explorer_node,/rosout,nav2_state,WARN,8.89,14.43,,,,"Rejected frontier (8.89, 14.43): endpoint clearance 1.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.199+05:30,17.559,target_explorer_node,/rosout,nav2_state,WARN,8.89,14.48,,,,"Rejected frontier (8.89, 14.48): endpoint clearance 1.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.199+05:30,17.56,target_explorer_node,/rosout,nav2_state,WARN,8.79,13.93,,,,"Rejected frontier (8.79, 13.93): endpoint clearance 1.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.200+05:30,17.56,target_explorer_node,/rosout,nav2_state,WARN,9.29,14.53,,,,"Rejected frontier (9.29, 14.53): endpoint clearance 0.63 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.200+05:30,17.561,target_explorer_node,/rosout,nav2_state,WARN,8.94,14.03,,,,"Rejected frontier (8.94, 14.03): endpoint clearance 1.01 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.201+05:30,17.561,target_explorer_node,/rosout,nav2_state,WARN,8.89,14.18,,,,"Rejected frontier (8.89, 14.18): endpoint clearance 1.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.201+05:30,17.562,target_explorer_node,/rosout,nav2_state,WARN,9.09,14.28,,,,"Rejected frontier (9.09, 14.28): endpoint clearance 0.83 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.201+05:30,17.562,target_explorer_node,/rosout,nav2_state,WARN,9.09,14.43,,,,"Rejected frontier (9.09, 14.43): endpoint clearance 0.83 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.202+05:30,17.563,target_explorer_node,/rosout,nav2_state,WARN,9.29,14.68,,,,"Rejected frontier (9.29, 14.68): endpoint clearance 0.63 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.202+05:30,17.563,target_explorer_node,/rosout,nav2_state,WARN,9.49,14.78,,,,"Rejected frontier (9.49, 14.78): endpoint clearance 0.46 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.203+05:30,17.564,target_explorer_node,/rosout,nav2_state,WARN,9.49,14.93,,,,"Rejected frontier (9.49, 14.93): endpoint clearance 0.54 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.203+05:30,17.564,target_explorer_node,/rosout,nav2_state,WARN,9.69,15.03,,,,"Rejected frontier (9.69, 15.03): endpoint clearance 0.46 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.204+05:30,17.564,target_explorer_node,/rosout,nav2_state,WARN,9.69,15.18,,,,"Rejected frontier (9.69, 15.18): endpoint clearance 0.36 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.205+05:30,17.566,target_explorer_node,/rosout,nav2_state,WARN,8.94,14.33,,,,"Rejected frontier (8.94, 14.33): endpoint clearance 0.98 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.206+05:30,17.566,target_explorer_node,/rosout,nav2_state,WARN,9.44,15.18,,,,"Rejected frontier (9.44, 15.18): endpoint clearance 0.57 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.206+05:30,17.567,target_explorer_node,/rosout,nav2_state,WARN,9.04,14.58,,,,"Rejected frontier (9.04, 14.58): endpoint clearance 0.88 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.207+05:30,17.567,target_explorer_node,/rosout,nav2_state,WARN,8.99,14.73,,,,"Rejected frontier (8.99, 14.73): endpoint clearance 0.93 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.207+05:30,17.568,target_explorer_node,/rosout,nav2_state,WARN,9.14,14.83,,,,"Rejected frontier (9.14, 14.83): endpoint clearance 0.81 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.208+05:30,17.569,target_explorer_node,/rosout,nav2_state,WARN,9.44,14.98,,,,"Rejected frontier (9.44, 14.98): endpoint clearance 0.61 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.208+05:30,17.569,target_explorer_node,/rosout,nav2_state,WARN,9.44,15.13,,,,"Rejected frontier (9.44, 15.13): endpoint clearance 0.59 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.209+05:30,17.57,target_explorer_node,/rosout,nav2_state,WARN,9.29,15.23,,,,"Rejected frontier (9.29, 15.23): endpoint clearance 0.65 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.209+05:30,17.57,target_explorer_node,/rosout,nav2_state,WARN,9.59,15.28,,,,"Rejected frontier (9.59, 15.28): endpoint clearance 0.40 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.210+05:30,17.57,target_explorer_node,/rosout,nav2_state,WARN,9.44,15.38,,,,"Rejected frontier (9.44, 15.38): endpoint clearance 0.44 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.210+05:30,17.571,target_explorer_node,/rosout,nav2_state,WARN,9.39,15.48,,,,"Rejected frontier (9.39, 15.48): endpoint clearance 0.43 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.211+05:30,17.571,target_explorer_node,/rosout,nav2_state,WARN,9.49,15.63,,,,"Rejected frontier (9.49, 15.63): endpoint clearance 0.26 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.211+05:30,17.572,target_explorer_node,/rosout,nav2_state,WARN,9.39,14.48,,,,"Rejected frontier (9.39, 14.48): endpoint clearance 0.53 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.212+05:30,17.572,target_explorer_node,/rosout,nav2_state,WARN,9.79,14.93,,,,"Rejected frontier (9.79, 14.93): endpoint clearance 0.35 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.212+05:30,17.573,target_explorer_node,/rosout,nav2_state,WARN,9.39,14.58,,,,"Rejected frontier (9.39, 14.58): endpoint clearance 0.53 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.212+05:30,17.573,target_explorer_node,/rosout,nav2_state,WARN,9.54,14.63,,,,"Rejected frontier (9.54, 14.63): endpoint clearance 0.38 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.214+05:30,17.574,target_explorer_node,/rosout,nav2_state,WARN,9.49,14.73,,,,"Rejected frontier (9.49, 14.73): endpoint clearance 0.44 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.214+05:30,17.574,target_explorer_node,/rosout,nav2_state,WARN,9.69,14.83,,,,"Rejected frontier (9.69, 14.83): endpoint clearance 0.32 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.214+05:30,17.575,target_explorer_node,/rosout,nav2_state,WARN,9.69,14.93,,,,"Rejected frontier (9.69, 14.93): endpoint clearance 0.40 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.214+05:30,17.575,target_explorer_node,/rosout,nav2_state,WARN,9.84,14.98,,,,"Rejected frontier (9.84, 14.98): endpoint clearance 0.38 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.215+05:30,17.576,target_explorer_node,/rosout,nav2_state,WARN,9.79,15.08,,,,"Rejected frontier (9.79, 15.08): endpoint clearance 0.36 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.215+05:30,17.576,target_explorer_node,/rosout,nav2_state,WARN,9.94,15.13,,,,"Rejected frontier (9.94, 15.13): endpoint clearance 0.22 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.216+05:30,17.577,target_explorer_node,/rosout,nav2_state,WARN,9.89,15.23,,,,"Rejected frontier (9.89, 15.23): endpoint clearance 0.18 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.217+05:30,17.577,target_explorer_node,/rosout,nav2_state,WARN,9.84,14.58,,,,"Rejected frontier (9.84, 14.58): endpoint clearance 0.08 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.217+05:30,17.578,target_explorer_node,/rosout,nav2_state,WARN,9.99,14.93,,,,"Rejected frontier (9.99, 14.93): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.218+05:30,17.578,target_explorer_node,/rosout,nav2_state,WARN,9.89,14.63,,,,"Rejected frontier (9.89, 14.63): endpoint clearance 0.04 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.218+05:30,17.579,target_explorer_node,/rosout,nav2_state,WARN,9.84,14.73,,,,"Rejected frontier (9.84, 14.73): endpoint clearance 0.15 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.219+05:30,17.579,target_explorer_node,/rosout,nav2_state,WARN,9.94,14.83,,,,"Rejected frontier (9.94, 14.83): endpoint clearance 0.23 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.219+05:30,17.58,target_explorer_node,/rosout,nav2_state,WARN,10.04,14.98,,,,"Rejected frontier (10.04, 14.98): endpoint clearance 0.33 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.220+05:30,17.581,target_explorer_node,/rosout,nav2_state,WARN,10.09,15.08,,,,"Rejected frontier (10.09, 15.08): endpoint clearance 0.23 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.220+05:30,17.581,target_explorer_node,/rosout,nav2_state,WARN,10.04,15.18,,,,"Rejected frontier (10.04, 15.18): endpoint clearance 0.13 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.221+05:30,17.582,target_explorer_node,/rosout,nav2_state,WARN,10.09,15.28,,,,"Rejected frontier (10.09, 15.28): endpoint clearance 0.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.222+05:30,17.583,target_explorer_node,/rosout,nav2_state,WARN,8.69,15.68,,,,"Rejected frontier (8.69, 15.68): endpoint clearance 1.03 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.223+05:30,17.583,target_explorer_node,/rosout,nav2_state,WARN,8.99,15.23,,,,"Rejected frontier (8.99, 15.23): endpoint clearance 0.90 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.223+05:30,17.584,target_explorer_node,/rosout,nav2_state,WARN,9.04,15.38,,,,"Rejected frontier (9.04, 15.38): endpoint clearance 0.77 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.224+05:30,17.584,target_explorer_node,/rosout,nav2_state,WARN,8.84,15.48,,,,"Rejected frontier (8.84, 15.48): endpoint clearance 0.92 m is below required 1.70 m.",
23july.bag,2026-07-23T21:03:25.224+05:30,17.585,target_explorer_node,/rosout,nav2_state,WARN,8.54,15.58,,,,"Rejected frontier (8.54, 15.58): endpoint clearance 1.19 m is below required 1.70 m.",
